restaurant_id,owner_id,name,description,address,latitude,longitude,phone,opening_hours,price_range,rating_avg,approval_status,is_active,created_at,updated_at
1823504b-4f1e-4cad-b150-bcf69466ff67,c12eba1a-840e-43c6-9084-bbfd28dae691,Truyền thuyết ChamPong Thủ Đức 전설의짬뽕 투득점,Quán Món ăn Hàn Quốc được đánh giá 4.7 sao. Phù hợp cho mọi người.,"27 Đ. Hoàng Diệu 2, Linh Xuân, Hồ Chí Minh, Việt Nam",10.8601456,106.7619252,901369053,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 80000,4.7,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
0071f06a-c897-47ed-8e11-9d9cc0aead1a,b4899783-ba5d-4814-9459-b6dd8a8712c0,"Xô Cajun - 101 Hoàng Diệu 2, Linh Trung, Thủ Đức",Quán Món Cajun được đánh giá 4.5 sao. Phù hợp cho mọi người.,"101 Đ. Hoàng Diệu 2, Linh Xuân, Hồ Chí Minh 700000, Việt Nam",10.8566814,106.765471,905712183,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 90000,4.5,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
b872b8d9-e58f-44c8-9fe2-a7fdd9d06353,68d3ce76-ae7e-4613-993b-61da75bec6ef,Nhà hàng bia Đức Bavaria,Quán Nhà hàng được đánh giá 4.5 sao. Phù hợp cho mọi người.,"350 Đ. Đỗ Xuân Hợp, Phước Long, Hồ Chí Minh 71208, Việt Nam",10.8224879,106.770854,907102595,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 80000,4.5,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
8f0783ac-3eaf-43dc-87cc-2ba61ea73b1c,a8565b40-480a-438f-b2cd-cea8c0b8b0b4,Sushi Way Thủ Đức,Quán Món ăn Nhật Bản được đánh giá 4.7 sao. Phù hợp cho mọi người.,"102 Đặng Văn Bi, Thủ Đức, Hồ Chí Minh 700000, Việt Nam",10.8440654,106.76262,901811727,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 70000,4.7,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
5eea5a84-50d7-40f6-bdd6-16a4f0d04cf5,661d2322-4ac2-4dfc-808e-e955352d6846,Soy Milks - Tàu hũ Thủ Đức,Quán Quán ăn nhỏ được đánh giá 3.7 sao. Phù hợp cho mọi người.,"284 Đ. Võ Văn Ngân, Thủ Đức, Hồ Chí Minh, Việt Nam",10.8496183,106.7696705,908483782,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 80000,3.7,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
8ea0a780-b489-4505-91a0-54243cbd56c2,e3671719-9c1c-4f19-9ebf-71a1f3f33684,ĂN VẶT NGON NGON SINCE 2015 - ĂN VẶT THỦ ĐỨC,Quán Món ăn nhanh được đánh giá 4.6 sao. Phù hợp cho mọi người.,"44/13/8, Đường số 9, P, Linh Xuân, Hồ Chí Minh, Việt Nam",10.8894487,106.7691903,902090439,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 60000,4.6,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
6eecb000-ecd2-4690-8b63-85441188e0d3,536b2cac-18bb-4e46-95ce-ee7d4ed15035,BENNO Bento THỦ ĐỨC - Spaghetti & Steak & Gyudon - Đường số 9,Quán Nhà hàng được đánh giá 4.7 sao. Phù hợp cho mọi người.,"62 Đ. Số 9, Thủ Đức, Hồ Chí Minh, Việt Nam",10.8485071,106.7634477,906322502,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 80000,4.7,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
6ca112df-14ef-4a05-acc4-68663f6cc0d7,087ee369-19f7-4852-a5b0-a807f98651c8,Ẩm thực Nhật Bản Ajido Thủ Đức,Quán Món ăn Nhật Bản được đánh giá 4.0 sao. Phù hợp cho mọi người.,"105 Dân Chủ, Phường, Thủ Đức, Hồ Chí Minh, Việt Nam",10.8497383,106.7668034,905840363,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 80000,4.0,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
24b7b7b8-517a-421f-8b4c-e9448a9047c9,34932740-95fa-418e-a437-c8f7eb734754,Sugi Sushi & Sashimi Thủ Đức,Quán Món ăn Nhật Bản được đánh giá 4.8 sao. Phù hợp cho mọi người.,"14 Đ. Số 30, Hiệp Bình, Hồ Chí Minh, Việt Nam",10.8429044,106.7433141,904077721,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",40000 - 90000,4.8,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
c698955d-84fe-4771-a609-f47b1834bb49,0bab3602-5f1f-4c1a-8f2e-f7eb06021579,Chang - Modern Thai Cuisine Võ Văn Ngân,Quán Nhà hàng được đánh giá 4.0 sao. Phù hợp cho mọi người.,"292 Đ. Võ Văn Ngân, Phường, Thủ Đức, Hồ Chí Minh 700000, Việt Nam",10.8495893,106.7699036,901008108,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 90000,4.0,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
4321a456-75ba-479b-9d87-34c09fccae45,35b73632-2d0f-401b-a2ac-f96d9e180228,Gà Chị Dậu,Quán Món ăn Việt Nam được đánh giá 4.4 sao. Phù hợp cho mọi người.,"83 Đ. Số 2, Thủ Đức, Hồ Chí Minh, Việt Nam",10.8387372,106.7489389,907691911,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",40000 - 80000,4.4,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
4fe1ea76-ab8b-4fbf-8cad-25fe1e53d6d6,58fcb263-11a1-4bd2-9de7-ed48755b3cf3,"Wrap&Roll Gigamall, TP.Thủ Đức",Quán Món ăn Việt Nam được đánh giá 4.6 sao. Phù hợp cho mọi người.,"Tầng 3, Giga Mall, 242 Đ. Phạm Văn Đồng, Hiệp Bình, Hồ Chí Minh 700000, Việt Nam",10.8276003,106.7212132,903016579,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 60000,4.6,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
4b8987de-ef27-4611-861c-a480483a53b8,404ce2ee-b1ef-4e21-983e-2bd84ceb8ac9,Tsukimi Sushi Thủ Đức,Quán Nhà hàng được đánh giá 3.8 sao. Phù hợp cho mọi người.,"24 Đ. Tô Ngọc Vân, Linh Xuân, Hồ Chí Minh, Việt Nam",10.851438,106.75391,901834473,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 80000,3.8,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
06b8d206-c82b-4da4-8c7b-72db3c97c5cf,65b5c969-4da2-4875-a590-1a7046b76eec,Ốc Nguyên Thủ Đức,Quán Quán bia được đánh giá 4.3 sao. Phù hợp cho mọi người.,"102 Đ. Số 16, Phường Linh Trung, Linh Xuân, Hồ Chí Minh 70000, Việt Nam",10.8621844,106.7862669,908654877,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 80000,4.3,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
92221ac5-3af3-4961-8d25-31dcb3a8747b,1dafbe46-b605-4c4d-b006-d4a165aa3054,Bò+ Beefsteak - Vị Bò Năm Châu (Thủ Đức),Quán Bít tết được đánh giá 4.7 sao. Phù hợp cho mọi người.,"72 Đ. Tô Ngọc Vân, Linh Xuân, Hồ Chí Minh, Việt Nam",10.8520101,106.753229,904000752,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 90000,4.7,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
84bc8c47-5461-45fa-b360-2672ac586ec3,604bad66-154b-4e4b-a7d6-3f3c87d54bca,Cơm tấm Đại Đồng,Quán Quán ăn nhỏ được đánh giá 4.0 sao. Phù hợp cho mọi người.,"942 942/1, 942/1 Kha Vạn Cân, Thủ Đức, Hồ Chí Minh, Việt Nam",10.8489019,106.7540948,908569182,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",40000 - 70000,4.0,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
d29ca8e8-9be3-4aa7-830c-8e9020041614,1a2c1179-e3ae-4027-98a6-f8c7e0be17a7,Cơm Tấm Sườn Cọng Thủ Đức,Quán Nhà hàng cơm được đánh giá 4.7 sao. Phù hợp cho mọi người.,"241 Nguyễn Thị Định, Bình Trưng, Hồ Chí Minh, Việt Nam",10.7845028,106.7575763,908652678,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",50000 - 60000,4.7,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
d20dd97a-164f-4f30-bbf6-5d46de10f242,b469eef0-e65c-4c0f-a330-8bde0181de3f,LẨU CHAY THANH ĐẠM | LẨU CHAY NGON THỦ ĐỨC | QUÁN ĂN CHAY NGUYỄN VĂN BÁ,Quán Nhà hàng được đánh giá 4.2 sao. Phù hợp cho mọi người.,"3C Đ. Nguyễn Văn Bá, Thủ Đức, Hồ Chí Minh 71350, Việt Nam",10.8394565,106.7673395,903824272,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 80000,4.2,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
5130ad3b-3c16-424b-add7-80f5faff180c,c1791af2-e265-4314-af09-31f0f0296205,Nem Nướng Nha Trang Hùng Việt Chi Nhánh Linh Xuân - Thủ Đức,Quán Quán ăn nhỏ được đánh giá 4.4 sao. Phù hợp cho mọi người.,"86/22 đường số 6 Khu phố, 11, P, Linh Xuân, Hồ Chí Minh 71309, Việt Nam",10.8762918,106.7710359,901167983,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 90000,4.4,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
851cad46-2828-4d35-8329-573f13541fbd,79addeeb-437a-4d37-883f-f24b7ab79042,ĂN VẶT NGON NGON SINCE 2015 - ĂN VẶT THỦ ĐỨC,Quán Món ăn nhanh được đánh giá 4.6 sao. Phù hợp cho mọi người.,"44/13/8, Đường số 9, P, Linh Xuân, Hồ Chí Minh, Việt Nam",10.8894487,106.7691903,904372995,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",40000 - 70000,4.6,APPROVED,True,2026-05-12T13:53:46Z,2026-05-12T13:53:46Z
fbd0b9f3-e88a-4722-81a6-3d9139515c56,d0ee6688-7743-4440-8776-8bef2a109d21,Lotteria,Lotteria là quán thức ăn nhanh tại Quận 3.,"Phường 9, Quận 3, Hồ Chí Minh, 72414",10.7824512,106.6773049,906869544,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",30000 - 50000,4.6,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
a7de1ad6-3cac-4261-874d-4d935fff21eb,49d3e950-1717-405d-a6c5-9aa7ff1b26ed,Cà Phê Acoustic,Cà Phê Acoustic là quán cà phê tại Quận 3.,"6E1 Hẻm Số 6 Ngô Thời Nhiệm, Võ Thị Sáu, Quận 3, Hồ Chí Minh, 72415",10.7811643,106.6898451,902994320,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,4.1,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
6f180adf-f92f-42fa-9536-ed09646b109e,de71ef00-04e8-4615-991f-3a03a7bdf964,Cà Phê Sỏi Đá,Cà Phê Sỏi Đá là quán cà phê tại Quận 3.,"6B Hẻm Số 6 Ngô Thời Nhiệm, Võ Thị Sáu, Quận 3, Hồ Chí Minh, 72415",10.7809198,106.689929,906192986,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,3.6,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
5c297d4b-ef79-41ca-8694-3470ef745d70,206b92fb-c1ba-4636-9e82-7f86731473c1,Cà Phê Du Miên,Cà Phê Du Miên là quán cà phê tại Phú Nhuận.,"62/1A Hẻm 62 Hồ Biểu Chánh, Phú Nhuận, Hồ Chí Minh, 72206",10.7923386,106.6760528,903247772,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.4,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
d8747cbe-c93d-4bbe-9800-72addcfeb2ad,0c9bd6d0-cd54-4b7c-9922-9f26ab048c03,Cà Phê Mê Khúc,Cà Phê Mê Khúc là quán cà phê tại Phú Nhuận.,"218 Đường Cù Lao, Phường 2, Phú Nhuận, Hồ Chí Minh, 72210",10.7987704,106.6865074,906913225,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,5.0,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
8234944b-67b1-4ee9-b857-49abf741492b,bf591f16-cb56-440b-a86a-d870e370643e,KFC,KFC là quán thức ăn nhanh tại Quận 5.,"123-125 Đường Châu Văn Liêm, China Town, Phường 14, Quận 5, Hồ Chí Minh",10.7536456,106.6582631,909104610,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.5,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
fcc28c11-1061-4d61-bce6-a28bb428a9d8,71cda43c-c6ed-40e5-8b02-ad3f2102e27a,Lotteria,Lotteria là quán thức ăn nhanh tại Quận 5.,"Đường Nguyễn Tri Phương, China Town, Phường 7, Quận 5, Hồ Chí Minh, 72707",10.7528814,106.6695842,903507624,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,4.2,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ed8da5d6-0304-43e6-ba30-2c4779644793,88648873-cbfe-4908-9d24-2c5a43c5648d,KFC,KFC là quán thức ăn nhanh tại Quận 1.,"33 Đường Trịnh Văn Cấn, Cầu Ông Lãnh, Quận 1, Hồ Chí Minh, 71011",10.7669666,106.6962301,902220541,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",100000 - 200000,4.4,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ec7e7918-8494-4f00-a34f-8c3e763a9cfe,025483cb-c810-40e4-a428-f39ba62b03be,KFC,KFC là quán thức ăn nhanh tại Quận 1.,"34 Đường Lê Duẩn, Bến Nghé, Quận 1, Hồ Chí Minh, 71006",10.780868,106.6982351,905897748,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,4.4,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
ebfa314f-e91e-4490-a2df-67dac6d9e5c9,c16ca7e0-8f90-4bdc-b038-0b890c253b2f,Lotteria,Lotteria là quán thức ăn nhanh tại Quận 3.,"Hẻm 398 Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh, 72406",10.7717072,106.687498,901644445,"{""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00"", ""sun"": ""08:00-22:00""}",500000 - 1000000,3.8,APPROVED,True,2026-05-12T16:30:44Z,2026-05-12T16:30:44Z
